tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
2105.00;192591565#2_0;258.68;24.55;1951.00;0.09;28718647#1_0;5.10;19.98;tripinfo_118 emissions_118 ssm_118 fcd_118;154.00;118;0;1006.64;0.90;0.00;105.40;DEFAULT_VEHTYPE;;6;34.00;378393.12;2403.09;16.05;137.55;24.90;0.00;122669.62
2106.00;10873193#2_0;224.37;21.24;1072.00;39.12;29181613#1_4;5.10;1.00;tripinfo_378 emissions_378 ssm_378 fcd_378;1034.00;378;0;791.06;0.99;0.00;999.52;DEFAULT_VEHTYPE;;45;785.00;1710872.33;1857.80;12.38;663.87;21.24;0.00;554651.53
2109.00;10873193#2_0;224.37;21.52;2015.00;0.26;50211834#0_1;5.10;27.51;tripinfo_1691 emissions_1691 ssm_1691 fcd_1691;94.00;1691;0;825.23;0.99;0.00;58.22;DEFAULT_VEHTYPE;;2;42.00;283628.13;2221.39;14.93;106.12;22.91;0.00;91948.34
2111.00;10873193#2_0;224.37;25.92;2041.00;0.64;50211834#0_1;5.10;33.87;tripinfo_1521 emissions_1521 ssm_1521 fcd_1521;70.00;1521;0;822.42;1.22;0.00;40.21;DEFAULT_VEHTYPE;;1;8.00;269063.99;2918.45;19.43;103.31;18.93;0.00;87225.89
2116.00;192591565#2_0;258.68;28.11;1842.00;0.44;28718647#1_0;5.10;23.46;tripinfo_322 emissions_322 ssm_322 fcd_322;274.00;322;0;1006.64;1.06;0.00;233.50;DEFAULT_VEHTYPE;;9;167.00;620902.05;3300.40;22.04;237.99;28.02;0.00;201289.00
2118.00;10873193#2_0;224.37;20.37;2037.00;0.68;50211834#0_0;5.10;25.87;tripinfo_1628 emissions_1628 ssm_1628 fcd_1628;81.00;1628;0;825.23;0.93;0.00;42.59;DEFAULT_VEHTYPE;;2;24.00;246756.97;1910.10;12.84;90.98;21.54;0.00;79995.11
2119.00;10873193#2_0;224.37;23.21;2016.00;0.75;50211834#0_0;5.10;32.77;tripinfo_1726 emissions_1726 ssm_1726 fcd_1726;103.00;1726;0;822.42;1.18;0.00;73.19;DEFAULT_VEHTYPE;;3;45.00;300468.08;2394.13;15.97;113.22;18.62;0.00;97407.37
2120.00;192591565#2_0;258.68;29.13;1955.00;0.05;28718647#1_0;5.10;24.26;tripinfo_280 emissions_280 ssm_280 fcd_280;165.00;280;0;1006.64;1.09;0.00;125.02;DEFAULT_VEHTYPE;;5;32.00;423074.97;3272.95;21.78;159.78;23.73;0.00;137154.18
2125.00;10873193#2_0;224.37;19.52;2066.00;0.84;50211834#0_0;5.10;25.27;tripinfo_1622 emissions_1622 ssm_1622 fcd_1622;59.00;1622;0;822.42;0.91;0.00;20.02;DEFAULT_VEHTYPE;;2;2.00;204208.65;1862.81;12.48;74.56;20.00;0.00;66201.32
2126.00;192591565#2_0;258.68;21.22;1954.00;0.25;690516091#0_0;5.10;21.65;tripinfo_1288 emissions_1288 ssm_1288 fcd_1288;172.00;1288;0;903.69;0.78;0.00;128.49;DEFAULT_VEHTYPE;;5;53.00;378691.51;2014.38;13.46;139.54;21.70;0.00;122766.84
2127.00;10873193#2_0;224.37;19.75;2075.00;0.14;50211834#0_2;5.10;25.98;tripinfo_1430 emissions_1430 ssm_1430 fcd_1430;52.00;1430;0;825.23;0.94;0.00;14.23;DEFAULT_VEHTYPE;;1;3.00;204023.24;2130.84;14.27;76.60;20.19;0.00;66141.03
2129.00;192591565#2_0;258.68;26.89;1856.00;0.20;690516091#0_0;5.10;27.25;tripinfo_1325 emissions_1325 ssm_1325 fcd_1325;273.00;1325;0;903.69;0.98;0.00;237.80;DEFAULT_VEHTYPE;;12;147.00;594115.55;2931.32;19.55;223.95;23.27;0.00;192604.78
2129.00;10873193#2_0;224.37;20.12;2081.00;0.07;50211834#0_2;5.10;25.98;tripinfo_1659 emissions_1659 ssm_1659 fcd_1659;48.00;1659;0;825.23;0.94;0.00;9.84;DEFAULT_VEHTYPE;;0;0.00;189526.60;1998.45;13.41;70.83;20.39;0.00;61441.58
2131.00;192591565#2_0;258.68;28.29;2022.00;0.57;690516091#0_0;5.10;29.30;tripinfo_1268 emissions_1268 ssm_1268 fcd_1268;109.00;1268;0;903.69;1.05;0.00;76.53;DEFAULT_VEHTYPE;;3;4.00;338578.18;3494.39;23.37;132.51;24.43;0.00;109761.41
2134.00;305873958#3-AddedOnRampEdge_0;99.87;21.20;1385.00;26.76;29181613#1_4;5.10;0.18;tripinfo_604 emissions_604 ssm_604 fcd_604;749.00;604;0;477.81;0.99;0.00;727.55;DEFAULT_VEHTYPE;;46;623.00;1282614.44;1327.91;8.82;495.24;14.85;0.00;415813.75
2134.00;10873193#2_0;224.37;23.08;2091.00;0.88;50211834#0_0;5.10;29.44;tripinfo_1657 emissions_1657 ssm_1657 fcd_1657;43.00;1657;0;822.42;1.06;0.00;9.34;DEFAULT_VEHTYPE;;0;0.00;193469.41;2470.91;16.57;76.03;20.48;0.00;62719.58
2135.00;305873958#3-AddedOnRampEdge_0;99.87;24.31;1204.00;0.87;29181613#1_4;5.10;0.78;tripinfo_676 emissions_676 ssm_676 fcd_676;931.00;676;0;477.81;1.13;0.00;912.64;DEFAULT_VEHTYPE;;48;734.00;1546840.06;1522.63;10.09;602.29;14.73;0.00;501473.44
2135.00;192591565#2_0;258.68;29.71;1836.00;0.90;28718647#1_0;5.10;24.23;tripinfo_314 emissions_314 ssm_314 fcd_314;299.00;314;0;1006.64;1.09;0.00;258.64;DEFAULT_VEHTYPE;;17;143.00;658828.55;3555.46;23.72;250.86;27.63;0.00;213583.65
2139.00;305873958#3-AddedOnRampEdge_0;99.87;19.93;1255.00;42.24;29181613#1_3;5.10;1.54;tripinfo_735 emissions_735 ssm_735 fcd_735;884.00;735;0;477.81;0.90;0.00;860.33;DEFAULT_VEHTYPE;;56;736.00;1446176.98;1102.39;7.32;562.83;12.88;0.00;468840.14
2139.00;10873193#2_0;224.37;20.54;2093.00;0.75;50211834#0_1;5.10;26.61;tripinfo_1589 emissions_1589 ssm_1589 fcd_1589;46.00;1589;0;825.23;0.96;0.00;8.32;DEFAULT_VEHTYPE;;0;0.00;183137.33;2104.04;14.09;70.77;19.92;0.00;59370.24
2140.00;192591565#2_0;258.68;26.61;1850.00;0.33;28718647#1_0;5.10;21.68;tripinfo_122 emissions_122 ssm_122 fcd_122;290.00;122;0;1006.64;0.98;0.00;245.32;DEFAULT_VEHTYPE;;15;152.00;626925.47;2885.20;19.26;236.08;27.14;0.00;203241.63
2141.00;192591565#2_0;258.68;29.65;1930.00;0.94;690516091#0_0;5.10;30.00;tripinfo_1283 emissions_1283 ssm_1283 fcd_1283;211.00;1283;0;903.69;1.08;0.00;179.59;DEFAULT_VEHTYPE;;8;88.00;503846.68;3149.44;20.96;189.19;22.93;0.00;163339.80
2148.00;10873193#2_0;224.37;24.36;905.00;0.14;29181613#1_2;5.10;7.00;tripinfo_531 emissions_531 ssm_531 fcd_531;1243.00;531;0;791.06;1.12;0.00;1211.81;DEFAULT_VEHTYPE;;55;999.00;2051761.20;2377.13;15.84;809.72;22.70;0.00;665166.09
2149.00;305873958#3-AddedOnRampEdge_0;99.87;21.80;1197.00;0.20;29181613#1_4;5.10;6.33;tripinfo_899 emissions_899 ssm_899 fcd_899;952.00;899;0;477.81;1.01;0.00;931.99;DEFAULT_VEHTYPE;;50;783.00;1546428.90;1183.94;7.88;606.03;14.17;0.00;501341.20
2158.00;305873958#3-AddedOnRampEdge_0;99.87;20.09;1119.00;37.18;29181613#1_2;5.10;1.38;tripinfo_693 emissions_693 ssm_693 fcd_693;1039.00;693;0;477.81;0.96;0.00;1017.31;DEFAULT_VEHTYPE;;50;903.00;1689951.05;1241.12;8.24;664.54;13.55;0.00;547870.49
2166.00;305873958#3-AddedOnRampEdge_0;99.87;20.07;1168.00;0.51;29181613#1_4;5.10;16.68;tripinfo_768 emissions_768 ssm_768 fcd_768;998.00;768;0;477.81;0.93;0.00;975.02;DEFAULT_VEHTYPE;;45;810.00;1591367.41;950.64;6.33;625.75;12.95;0.00;515910.48
2173.00;192591565#2_0;258.68;27.55;1276.00;52.25;29181613#1_3;5.10;0.23;tripinfo_649 emissions_649 ssm_649 fcd_649;897.00;649;0;523.09;1.01;0.00;876.44;DEFAULT_VEHTYPE;;51;751.00;1530505.67;2171.36;14.44;599.87;17.81;0.00;496177.93
2179.00;192591565#2_0;258.68;20.63;2028.00;0.14;690516091#0_0;5.10;20.64;tripinfo_1253 emissions_1253 ssm_1253 fcd_1253;151.00;1253;0;903.69;0.74;0.00;105.14;DEFAULT_VEHTYPE;;2;88.00;360561.57;2055.02;13.75;136.45;23.03;0.00;116889.74
2180.00;192591565#2_0;258.68;22.88;2086.00;0.53;28718647#1_0;5.10;22.51;tripinfo_81 emissions_81 ssm_81 fcd_81;94.00;81;0;1006.64;1.01;0.00;51.84;DEFAULT_VEHTYPE;;3;13.00;309413.84;2767.70;18.45;115.02;23.70;0.00;100306.95
2180.00;305873958#3-AddedOnRampEdge_2;99.87;21.86;2091.00;0.30;28718647#1_0;5.10;23.09;tripinfo_286 emissions_286 ssm_286 fcd_286;89.00;286;0;775.35;1.04;0.00;55.30;DEFAULT_VEHTYPE;;1;42.00;264832.52;2139.06;14.32;100.67;20.02;0.00;85855.12
2180.00;305873958#3-AddedOnRampEdge_3;99.87;23.79;2098.00;0.86;28718647#1_0;5.10;24.58;tripinfo_212 emissions_212 ssm_212 fcd_212;82.00;212;0;775.35;1.11;0.00;50.13;DEFAULT_VEHTYPE;;1;35.00;256716.71;2239.41;15.03;97.72;20.97;0.00;83223.98
2183.00;192591565#2_0;258.68;30.45;1881.00;0.76;690516091#0_0;5.10;30.96;tripinfo_1314 emissions_1314 ssm_1314 fcd_1314;302.00;1314;0;903.69;1.11;0.00;270.92;DEFAULT_VEHTYPE;;15;173.00;666696.70;3490.32;23.40;255.49;27.00;0.00;216134.61
2184.00;192591565#2_0;258.68;29.35;1352.00;15.84;29181613#1_4;5.10;1.76;tripinfo_764 emissions_764 ssm_764 fcd_764;832.00;764;0;523.09;1.06;0.00;813.40;DEFAULT_VEHTYPE;;36;716.00;1462532.27;2495.08;16.56;572.78;17.94;0.00;474140.57
2185.00;305873958#3-AddedOnRampEdge_3;99.87;19.78;2135.00;0.74;28718647#1_0;5.10;20.78;tripinfo_304 emissions_304 ssm_304 fcd_304;50.00;304;0;775.35;0.94;0.00;12.00;DEFAULT_VEHTYPE;;0;0.00;178326.57;1721.00;11.52;65.49;18.72;0.00;57810.75
2191.00;192591565#2_0;258.68;21.12;1403.00;42.78;29181613#1_4;5.10;6.83;tripinfo_776 emissions_776 ssm_776 fcd_776;788.00;776;0;523.09;0.79;0.00;762.45;DEFAULT_VEHTYPE;;54;652.00;1305597.40;1262.38;8.41;511.03;15.17;0.00;423265.35
2204.00;10873193#2_0;224.37;21.11;528.00;0.71;29181613#1_2;5.10;19.92;tripinfo_568 emissions_568 ssm_568 fcd_568;1676.00;568;0;733.04;0.96;0.00;1638.64;DEFAULT_VEHTYPE;;7;1605.00;2667170.01;1944.33;12.97;1063.66;18.51;0.00;864679.76
2208.00;10873193#2_0;224.37;19.83;1177.00;0.17;29181613#1_3;5.10;7.31;tripinfo_482 emissions_482 ssm_482 fcd_482;1031.00;482;0;791.06;0.90;0.00;992.31;DEFAULT_VEHTYPE;;51;877.00;1730496.03;1959.46;13.01;675.79;20.30;0.00;561013.99
2209.00;10873193#2_0;224.37;21.31;1421.00;49.99;29181613#1_4;5.10;1.66;tripinfo_520 emissions_520 ssm_520 fcd_520;788.00;520;0;791.06;1.14;0.00;758.10;DEFAULT_VEHTYPE;;52;624.00;1376268.10;2096.88;13.96;530.71;22.16;0.00;446174.87
2211.00;10873193#2_0;224.37;22.70;2129.00;0.15;50211834#0_0;5.10;32.45;tripinfo_1420 emissions_1420 ssm_1420 fcd_1420;82.00;1420;0;822.42;1.17;0.00;51.43;DEFAULT_VEHTYPE;;4;19.00;282029.52;2705.98;18.01;106.90;18.50;0.00;91429.39
2215.00;10873193#2_0;224.37;21.16;2124.00;0.32;50211834#0_1;5.10;27.74;tripinfo_1450 emissions_1450 ssm_1450 fcd_1450;91.00;1450;0;825.23;1.00;0.00;55.62;DEFAULT_VEHTYPE;;3;27.00;279115.39;2183.56;14.61;101.87;20.24;0.00;90484.85
2216.00;10873191#5_2;21.02;12.44;2041.00;0.43;690516091#0_0;5.10;26.62;tripinfo_945 emissions_945 ssm_945 fcd_945;175.00;945;0;714.43;0.96;0.00;147.18;DEFAULT_VEHTYPE;;2;127.00;383151.40;1923.20;12.92;147.72;18.17;0.00;124213.47
2216.00;10873191#5_3;21.02;14.12;2054.00;0.71;690516091#0_0;5.10;33.95;tripinfo_1204 emissions_1204 ssm_1204 fcd_1204;162.00;1204;0;714.43;1.22;0.00;140.23;DEFAULT_VEHTYPE;;4;108.00;367501.26;2121.87;14.34;140.25;17.88;0.00;119139.74
2216.00;10873191#5_0;21.02;14.40;2090.00;0.14;690516091#0_0;5.10;33.67;tripinfo_1168 emissions_1168 ssm_1168 fcd_1168;126.00;1168;0;714.43;1.21;0.00;103.65;DEFAULT_VEHTYPE;;5;52.00;315786.22;1718.10;11.59;112.34;16.76;0.00;102373.59
2217.00;10873191#5_1;21.02;14.58;2027.00;0.08;690516091#0_0;5.10;26.59;tripinfo_1217 emissions_1217 ssm_1217 fcd_1217;190.00;1217;0;714.43;0.96;0.00;161.66;DEFAULT_VEHTYPE;;2;132.00;404532.70;1688.56;11.31;151.02;16.07;0.00;131144.94
2217.00;10873191#5_0;21.02;14.32;2064.00;0.82;690516091#0_0;5.10;26.29;tripinfo_1014 emissions_1014 ssm_1014 fcd_1014;153.00;1014;0;714.43;0.95;0.00;125.01;DEFAULT_VEHTYPE;;6;69.00;344726.67;1503.78;10.05;122.43;15.52;0.00;111755.72
2218.00;10873191#5_1;21.02;14.21;2040.00;0.04;28718647#1_0;5.10;21.30;tripinfo_13 emissions_13 ssm_13 fcd_13;178.00;13;0;817.38;0.96;0.00;140.57;DEFAULT_VEHTYPE;;6;96.00;401477.32;1675.85;11.20;144.84;19.10;0.00;130153.81
2218.00;10873191#5_2;21.02;15.06;2084.00;0.47;690516091#0_0;5.10;26.77;tripinfo_1209 emissions_1209 ssm_1209 fcd_1209;134.00;1209;0;714.43;0.96;0.00;106.07;DEFAULT_VEHTYPE;;3;66.00;337637.67;1805.52;12.10;122.21;17.82;0.00;109457.64
2218.00;10873191#5_3;21.02;14.84;2092.00;0.09;690516091#0_0;5.10;25.67;tripinfo_1090 emissions_1090 ssm_1090 fcd_1090;126.00;1090;0;714.43;0.92;0.00;97.15;DEFAULT_VEHTYPE;;4;51.00;323361.69;1790.55;11.95;115.61;16.40;0.00;104829.33
2219.00;10873191#5_0;21.02;16.10;2139.00;0.30;28718647#1_1;5.10;22.78;tripinfo_43 emissions_43 ssm_43 fcd_43;80.00;43;0;817.38;1.03;0.00;44.54;DEFAULT_VEHTYPE;;2;12.00;242645.88;1899.83;12.65;87.76;18.32;0.00;78662.08
2219.00;10873193#2_0;224.37;18.79;2144.00;0.31;50211834#0_2;5.10;25.09;tripinfo_1687 emissions_1687 ssm_1687 fcd_1687;75.00;1687;0;825.23;0.90;0.00;36.15;DEFAULT_VEHTYPE;;2;8.00;213023.91;1642.54;10.98;76.12;17.68;0.00;69059.17
2220.00;10873191#5_3;21.02;16.78;2059.00;0.49;690516091#0_0;5.10;21.32;tripinfo_964 emissions_964 ssm_964 fcd_964;161.00;964;0;714.43;0.77;0.00;125.87;DEFAULT_VEHTYPE;;5;70.00;341236.55;1322.65;8.84;121.42;16.00;0.00;110624.49
2220.00;10873191#5_1;21.02;13.69;2076.00;0.02;690516091#0_0;5.10;28.59;tripinfo_979 emissions_979 ssm_979 fcd_979;144.00;979;0;714.43;1.03;0.00;117.89;DEFAULT_VEHTYPE;;7;56.00;318439.92;1405.93;9.45;113.95;15.56;0.00;103234.07
2220.00;10873191#5_2;21.02;16.49;2101.00;0.93;690516091#0_0;5.10;22.21;tripinfo_1111 emissions_1111 ssm_1111 fcd_1111;119.00;1111;0;714.43;0.80;0.00;84.93;DEFAULT_VEHTYPE;;4;38.00;295147.17;1572.03;10.49;105.39;17.09;0.00;95682.51
2221.00;10873193#2_0;224.37;20.97;2123.00;0.96;50211834#0_0;5.10;27.76;tripinfo_1719 emissions_1719 ssm_1719 fcd_1719;98.00;1719;0;825.23;1.00;0.00;62.23;DEFAULT_VEHTYPE;;3;35.00;294686.45;2319.76;15.49;109.27;20.12;0.00;95532.83
2221.00;10873191#5_3;21.02;16.94;2133.00;0.10;690516091#0_0;5.10;31.11;tripinfo_985 emissions_985 ssm_985 fcd_985;88.00;985;0;714.43;1.12;0.00;64.04;DEFAULT_VEHTYPE;;2;35.00;239208.86;1742.47;11.86;86.30;18.63;0.00;77548.36
2222.00;305873958#3-AddedOnRampEdge_0;99.87;23.79;1401.00;41.85;29181613#1_4;5.10;6.44;tripinfo_813 emissions_813 ssm_813 fcd_813;821.00;813;0;477.81;1.09;0.00;801.71;DEFAULT_VEHTYPE;;51;636.00;1355748.42;1423.61;9.47;528.71;14.66;0.00;439523.32
2222.00;10873191#5_2;21.02;16.42;2105.00;0.46;28718647#1_0;5.10;26.49;tripinfo_45 emissions_45 ssm_45 fcd_45;117.00;45;0;817.38;1.19;0.00;86.47;DEFAULT_VEHTYPE;;3;52.00;305148.46;1944.53;13.04;111.83;19.30;0.00;98925.14
2222.00;10873191#5_1;21.02;15.42;2135.00;0.59;50211834#0_2;5.10;28.56;tripinfo_1821 emissions_1821 ssm_1821 fcd_1821;87.00;1821;0;640.31;1.03;0.00;62.63;DEFAULT_VEHTYPE;;3;18.00;256127.48;1547.08;10.31;87.53;14.22;0.00;83032.55
2223.00;10873191#5_3;21.02;16.53;2156.00;0.42;50211834#0_2;5.10;27.34;tripinfo_1741 emissions_1741 ssm_1741 fcd_1741;67.00;1741;0;640.31;0.98;0.00;41.91;DEFAULT_VEHTYPE;;2;2.00;226446.86;1649.38;10.95;77.40;14.45;0.00;73410.12
2224.00;10873191#5_2;21.02;18.05;2140.00;0.33;50211834#0_2;5.10;18.84;tripinfo_1744 emissions_1744 ssm_1744 fcd_1744;84.00;1744;0;643.12;0.68;0.00;45.95;DEFAULT_VEHTYPE;;3;15.00;246145.95;1466.89;9.73;85.03;15.57;0.00;79796.97
2225.00;10873193#2_0;224.37;19.60;2132.00;0.40;50211834#0_2;5.10;26.12;tripinfo_1695 emissions_1695 ssm_1695 fcd_1695;93.00;1695;0;825.23;0.94;0.00;54.54;DEFAULT_VEHTYPE;;5;22.00;249274.65;1763.28;11.82;90.92;19.19;0.00;80811.24
2225.00;10873191#5_2;21.02;17.42;2148.00;0.61;50211834#0_0;5.10;24.07;tripinfo_1859 emissions_1859 ssm_1859 fcd_1859;77.00;1859;0;640.31;0.87;0.00;47.84;DEFAULT_VEHTYPE;;2;3.00;237058.84;1543.98;10.26;79.37;14.83;0.00;76850.56
2226.00;305873958#3-AddedOnRampEdge_3;99.87;22.21;2150.00;0.10;690516091#0_0;5.10;27.97;tripinfo_1366 emissions_1366 ssm_1366 fcd_1366;76.00;1366;0;654.28;1.01;0.00;48.90;DEFAULT_VEHTYPE;;1;35.00;243693.97;2089.18;13.99;92.22;17.25;0.00;79002.11
2226.00;10873193#2_0;224.37;22.61;2163.00;0.16;50211834#0_1;5.10;28.48;tripinfo_1594 emissions_1594 ssm_1594 fcd_1594;63.00;1594;0;825.23;1.03;0.00;28.22;DEFAULT_VEHTYPE;;2;9.00;209628.51;1973.09;13.24;77.18;19.14;0.00;67958.38
2227.00;192591565#2_0;258.68;26.91;1407.00;42.78;29181613#1_4;5.10;0.54;tripinfo_790 emissions_790 ssm_790 fcd_790;820.00;790;0;523.09;0.99;0.00;799.05;DEFAULT_VEHTYPE;;54;676.00;1402331.41;2065.55;13.77;548.75;17.94;0.00;454625.03
2227.00;10873191#5_2;21.02;19.12;2138.00;0.49;50211834#0_0;5.10;30.17;tripinfo_1851 emissions_1851 ssm_1851 fcd_1851;89.00;1851;0;640.31;1.09;0.00;65.77;DEFAULT_VEHTYPE;;3;16.00;250364.17;1726.24;11.49;90.67;14.33;0.00;81164.29
2228.00;305873958#3-AddedOnRampEdge_3;99.87;21.35;2174.00;0.24;690516091#0_0;5.10;27.53;tripinfo_1347 emissions_1347 ssm_1347 fcd_1347;54.00;1347;0;654.28;0.99;0.00;26.26;DEFAULT_VEHTYPE;;1;13.00;194038.84;1832.37;12.32;72.63;17.78;0.00;62904.52
2234.00;305873958#3-AddedOnRampEdge_0;99.87;22.99;1700.00;263.30;29181613#1_4;5.10;3.86;tripinfo_731 emissions_731 ssm_731 fcd_731;534.00;731;0;477.81;1.05;0.00;514.56;DEFAULT_VEHTYPE;;42;397.00;932094.15;1337.86;8.89;355.53;14.21;0.00;302176.83
2238.00;305873958#3-AddedOnRampEdge_0;99.87;24.28;1356.00;14.37;29181613#1_3;5.10;0.27;tripinfo_751 emissions_751 ssm_751 fcd_751;882.00;751;0;477.81;1.10;0.00;863.00;DEFAULT_VEHTYPE;;49;742.00;1469509.00;1493.91;9.94;573.86;15.32;0.00;476404.07
2239.00;10873193#2_0;224.37;18.85;2163.00;0.25;50211834#0_2;5.10;24.09;tripinfo_1614 emissions_1614 ssm_1614 fcd_1614;76.00;1614;0;825.23;0.87;0.00;34.64;DEFAULT_VEHTYPE;;3;12.00;206977.99;1585.79;10.61;75.87;17.81;0.00;67099.20
2241.00;10873193#2_1;224.37;23.45;2171.00;0.63;50211834#0_2;5.10;30.89;tripinfo_1528 emissions_1528 ssm_1528 fcd_1528;70.00;1528;0;825.23;1.11;0.00;37.61;DEFAULT_VEHTYPE;;5;12.00;231917.70;2198.35;14.71;87.85;19.08;0.00;75184.12
2244.00;10873193#2_0;224.37;17.69;2167.00;0.20;50211834#0_2;5.10;22.59;tripinfo_1714 emissions_1714 ssm_1714 fcd_1714;77.00;1714;0;822.42;0.81;0.00;32.92;DEFAULT_VEHTYPE;;3;5.00;203185.52;1405.62;9.45;73.18;19.73;0.00;65869.87
2246.00;192591565#2_0;258.68;30.40;1724.00;285.23;29181613#1_4;5.10;1.62;tripinfo_896 emissions_896 ssm_896 fcd_896;522.00;896;0;523.09;1.12;0.00;503.77;DEFAULT_VEHTYPE;;39;401.00;974601.11;2656.04;17.67;376.93;18.74;0.00;315956.10
2247.00;10873193#2_0;224.37;19.61;2186.00;0.53;50211834#0_0;5.10;25.84;tripinfo_1608 emissions_1608 ssm_1608 fcd_1608;61.00;1608;0;822.42;0.93;0.00;22.56;DEFAULT_VEHTYPE;;1;2.00;202767.61;1848.87;12.43;75.29;21.11;0.00;65734.22
2248.00;10873193#2_0;224.37;23.09;2170.00;0.49;50211834#0_0;5.10;29.17;tripinfo_1572 emissions_1572 ssm_1572 fcd_1572;78.00;1572;0;822.42;1.05;0.00;44.65;DEFAULT_VEHTYPE;;1;22.00;241960.06;2113.45;14.12;90.30;18.46;0.00;78439.74
2252.00;10873193#2_0;224.37;21.57;2173.00;0.35;50211834#0_2;5.10;27.81;tripinfo_1454 emissions_1454 ssm_1454 fcd_1454;79.00;1454;0;822.42;1.00;0.00;42.60;DEFAULT_VEHTYPE;;4;16.00;235375.72;2063.45;13.86;88.47;20.46;0.00;76305.31
2263.00;10873193#2_1;224.37;21.86;2187.00;0.70;50211834#0_2;5.10;28.45;tripinfo_1624 emissions_1624 ssm_1624 fcd_1624;76.00;1624;0;825.23;1.02;0.00;40.94;DEFAULT_VEHTYPE;;5;8.00;257145.01;2240.04;14.97;94.18;20.37;0.00;83362.53
2265.00;10873193#2_1;224.37;20.84;2180.00;0.08;50211834#0_2;5.10;27.05;tripinfo_1529 emissions_1529 ssm_1529 fcd_1529;85.00;1529;0;825.23;0.97;0.00;47.99;DEFAULT_VEHTYPE;;8;15.00;279834.55;2352.75;15.69;103.64;20.27;0.00;90718.00
2266.00;10873193#2_1;224.37;21.96;942.00;0.40;29181613#1_1;5.10;6.01;tripinfo_388 emissions_388 ssm_388 fcd_388;1324.00;388;0;791.06;1.08;0.00;1292.39;DEFAULT_VEHTYPE;;63;1037.00;2159996.37;2081.79;13.82;847.84;21.16;0.00;700254.80
2268.00;10873193#2_0;224.37;16.67;2151.00;0.51;50211834#0_2;5.10;20.90;tripinfo_1536 emissions_1536 ssm_1536 fcd_1536;117.00;1536;0;825.23;0.75;0.00;69.52;DEFAULT_VEHTYPE;;8;25.00;290588.56;1458.66;9.74;101.31;19.31;0.00;94204.68
2270.00;10873193#2_0;224.37;18.84;1333.00;0.14;29181613#1_4;5.10;2.98;tripinfo_459 emissions_459 ssm_459 fcd_459;937.00;459;0;791.06;0.90;0.00;899.10;DEFAULT_VEHTYPE;;48;778.00;1582920.95;1622.09;10.79;611.52;19.77;0.00;513170.59
2271.00;305873958#3-AddedOnRampEdge_2;99.87;26.28;2188.00;0.37;28718647#1_0;5.10;27.49;tripinfo_216 emissions_216 ssm_216 fcd_216;83.00;216;0;775.35;1.24;0.00;53.91;DEFAULT_VEHTYPE;;1;38.00;295705.41;2978.27;19.90;115.55;21.23;0.00;95863.18
2272.00;10873193#2_0;224.37;22.98;1189.00;0.63;29181613#1_4;5.10;8.48;tripinfo_457 emissions_457 ssm_457 fcd_457;1083.00;457;0;791.06;1.06;0.00;1050.24;DEFAULT_VEHTYPE;;47;846.00;1793443.71;2228.61;14.82;700.34;21.02;0.00;581420.73
2273.00;305873958#3-AddedOnRampEdge_3;99.87;18.45;2196.00;0.58;28718647#1_0;5.10;18.77;tripinfo_202 emissions_202 ssm_202 fcd_202;77.00;202;0;775.35;0.84;0.00;34.92;DEFAULT_VEHTYPE;;1;22.00;223143.07;1706.01;11.37;82.09;17.36;0.00;72339.78
2278.00;10873193#2_0;224.37;18.66;1727.00;261.24;29181613#1_4;5.10;1.63;tripinfo_432 emissions_432 ssm_432 fcd_432;551.00;432;0;791.06;0.90;0.00;512.25;DEFAULT_VEHTYPE;;48;387.00;973737.18;1616.24;10.76;369.77;20.50;0.00;315676.73
2279.00;10873193#2_0;224.37;21.78;1321.00;0.63;29181613#1_4;5.10;10.18;tripinfo_562 emissions_562 ssm_562 fcd_562;958.00;562;0;791.06;1.02;0.00;923.93;DEFAULT_VEHTYPE;;57;778.00;1616124.90;1950.00;12.97;628.68;20.90;0.00;523934.89
2293.00;305873958#3-AddedOnRampEdge_2;99.87;21.70;2253.00;0.26;28718647#1_0;5.10;22.01;tripinfo_268 emissions_268 ssm_268 fcd_268;40.00;268;0;775.35;0.99;0.00;4.76;DEFAULT_VEHTYPE;;0;0.00;165578.56;1946.46;13.06;63.99;19.59;0.00;53677.96
2293.00;305873958#3-AddedOnRampEdge_3;99.87;22.40;2254.00;0.52;28718647#1_2;5.10;22.49;tripinfo_302 emissions_302 ssm_302 fcd_302;39.00;302;0;775.35;1.01;0.00;4.20;DEFAULT_VEHTYPE;;0;0.00;163603.49;1965.52;13.22;63.68;20.17;0.00;53037.71
